technosphere_id,year,flow_type,subflow_type,unit,value,comment,main_id,facility_group_id,company_id,source_id
TECH-aa76f6f2-2023-14,2023,Material use,S60 SAG Balls,t,583.0,,BC-MAIN-aa76f6f2,,CMP-d94be190,SRC_NewGoldInc_2023-New-Gold-ESG-Data-Factbook
TECH-GRP-0d911886-2023-1,2023,Energy,Biodiesel,GJ,23524.436671511,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_2023-Performance-data
TECH-GRP-0d911886-2023-2,2023,Material use,Cement,t,12578.0,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
TECH-GRP-0d911886-2023-3,2023,Energy,Diesel,GJ,623021.868616,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_2023-Performance-data
TECH-GRP-0d911886-2023-4,2023,Energy,Electricity consumption|Generated on-site,GJ,91025.4822599152,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_2023-Performance-data
TECH-GRP-0d911886-2023-5,2023,Energy,Gasoline,GJ,17195.8465,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_2023-Performance-data
TECH-GRP-0d911886-2023-6,2023,Energy,Grinding media,t,1932.222,"Explosives, treated as energy consumption",,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
TECH-GRP-0d911886-2023-7,2023,Material use,Hydrochloric acid (HCL),kl,2.255,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
TECH-GRP-0d911886-2023-8,2023,Material use,Lime,t,4346.921,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
TECH-GRP-0d911886-2023-9,2023,Material use,Lubricants,kl,619.366,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
TECH-GRP-0d911886-2023-10,2023,Energy,Natural gas,GJ,166705.0,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_2023-Performance-data
TECH-GRP-0d911886-2023-11,2023,Material use,Nitric acid (HNO3),l,175.0,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
TECH-GRP-0d911886-2023-12,2023,Energy,Propane,GJ,6336.0580703,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_2023-Performance-data
TECH-GRP-0d911886-2023-13,2023,Material use,Sodium cyanide (NaCN),t,734.521,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
TECH-GRP-0d911886-2023-14,2023,Material use,Sulfuric acid (H2SO4),l,5.0,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
TECH-GRP-0d911886-2023-15,2023,Material use,Tires,t,626.983579787717,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
TECH-GRP-0d911886-2023-16,2023,Energy,Electricity consumption|Grid electricity,GJ,723967.2,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_2023-Performance-data
TECH-0aadf28f-2023-1,2023,Energy,Electricity consumption,GJ,2919222.0,,ON-MAIN-0aadf28f,,CMP-d94be190,SRC_NewGoldInc_ESG_data_2023
TECH-0aadf28f-2023-2,2023,Material use,2.5'' balls,t,5977.02,,ON-MAIN-0aadf28f,,CMP-d94be190,SRC_NewGoldInc_2023-New-Gold-ESG-Data-Factbook
TECH-0aadf28f-2023-3,2023,Material use,5.5'' balls,t,2819.39,,ON-MAIN-0aadf28f,,CMP-d94be190,SRC_NewGoldInc_2023-New-Gold-ESG-Data-Factbook
TECH-0aadf28f-2023-4,2023,Material use,Anti-scalant,kg,231239.82,,ON-MAIN-0aadf28f,,CMP-d94be190,SRC_NewGoldInc_2023-New-Gold-ESG-Data-Factbook
TECH-0aadf28f-2023-5,2023,Material use,Caustic soda,t,526.21,,ON-MAIN-0aadf28f,,CMP-d94be190,SRC_NewGoldInc_2023-New-Gold-ESG-Data-Factbook
TECH-0aadf28f-2023-6,2023,Material use,Cyanide,t,2269.57,,ON-MAIN-0aadf28f,,CMP-d94be190,SRC_NewGoldInc_2023-New-Gold-ESG-Data-Factbook
TECH-0aadf28f-2023-7,2023,Energy,Diesel,l,42378137.86,,ON-MAIN-0aadf28f,,CMP-d94be190,SRC_NewGoldInc_ESG_data_2023
TECH-0aadf28f-2023-8,2023,Energy,Explosives,kg,14805627.0,,ON-MAIN-0aadf28f,,CMP-d94be190,SRC_NewGoldInc_ESG_data_2023
TECH-0aadf28f-2023-9,2023,Material use,Flocculant,t,149.1,,ON-MAIN-0aadf28f,,CMP-d94be190,SRC_NewGoldInc_2023-New-Gold-ESG-Data-Factbook
TECH-0aadf28f-2023-10,2023,Energy,Gasoline,l,1147190.1,,ON-MAIN-0aadf28f,,CMP-d94be190,SRC_NewGoldInc_ESG_data_2023
TECH-0aadf28f-2023-11,2023,Material use,Lime,t,6390.4,,ON-MAIN-0aadf28f,,CMP-d94be190,SRC_NewGoldInc_2023-New-Gold-ESG-Data-Factbook
TECH-0aadf28f-2023-12,2023,Energy,Propane,l,3691412.93,,ON-MAIN-0aadf28f,,CMP-d94be190,SRC_NewGoldInc_ESG_data_2023
TECH-8eb8be0d-2023-1,2023,Energy,Electricity consumption|Generated on-site,GJ,5528.5667,,BC-MAIN-8eb8be0d,,CMP-4a434d72,SRC_NewmontCorporation_2023-Performance-data
TECH-8eb8be0d-2023-2,2023,Energy,Acetylene,GJ,2.0,,BC-MAIN-8eb8be0d,,CMP-4a434d72,SRC_NewmontCorporation_2023-Performance-data
TECH-8eb8be0d-2023-3,2023,Energy,Aviation fuel,GJ,121071.915388,,BC-MAIN-8eb8be0d,,CMP-4a434d72,SRC_NewmontCorporation_2023-Performance-data
TECH-8eb8be0d-2023-4,2023,Energy,Diesel,GJ,1361713.858312,,BC-MAIN-8eb8be0d,,CMP-4a434d72,SRC_NewmontCorporation_2023-Performance-data
TECH-8eb8be0d-2023-5,2023,Energy,Electricity consumption|Grid electricity,GJ,1274584.3416,,BC-MAIN-8eb8be0d,,CMP-4a434d72,SRC_NewmontCorporation_2023-Performance-data
TECH-8eb8be0d-2023-6,2023,Energy,Gasoline,GJ,25050.76,,BC-MAIN-8eb8be0d,,CMP-4a434d72,SRC_NewmontCorporation_2023-Performance-data
TECH-8eb8be0d-2023-7,2023,Energy,Propane,GJ,80313.1858,,BC-MAIN-8eb8be0d,,CMP-4a434d72,SRC_NewmontCorporation_2023-Performance-data
TECH-7f050560-2024-1,2024,Energy,Electricity consumption|Grid electricity,kWh,248298644.3585,,ON-MAIN-7f050560,,CMP-ca642bce,SRC_EvolutionMiningLtd_EVN_FY24-ESG-Performance-Data_web
TECH-7f050560-2024-2,2024,Energy,Diesel,l,3116555.8,,ON-MAIN-7f050560,,CMP-ca642bce,SRC_EvolutionMiningLtd_EVN_FY24-ESG-Performance-Data_web
TECH-7f050560-2024-3,2024,Energy,Gasoline,l,151631.5,,ON-MAIN-7f050560,,CMP-ca642bce,SRC_EvolutionMiningLtd_EVN_FY24-ESG-Performance-Data_web
TECH-7f050560-2024-4,2024,Energy,LPG,l,640677.799999999,,ON-MAIN-7f050560,,CMP-ca642bce,SRC_EvolutionMiningLtd_EVN_FY24-ESG-Performance-Data_web
TECH-7f050560-2024-5,2024,Energy,Natural gas,GJ,307233.0,,ON-MAIN-7f050560,,CMP-ca642bce,SRC_EvolutionMiningLtd_EVN_FY24-ESG-Performance-Data_web
TECH-b64bae7a-2023-1,2023,Energy,Diesel,TJ,432.0,,NL-MAIN-b64bae7a,,CMP-8a99044e,SRC_TacoraResourcesInc._SR_2024
TECH-b64bae7a-2023-2,2023,Energy,Gasoline,TJ,12.0,,NL-MAIN-b64bae7a,,CMP-8a99044e,SRC_TacoraResourcesInc._SR_2024
TECH-b64bae7a-2023-3,2023,Energy,Oil,TJ,1058.0,,NL-MAIN-b64bae7a,,CMP-8a99044e,SRC_TacoraResourcesInc._SR_2024
TECH-b64bae7a-2023-4,2023,Energy,Propane,TJ,1.0,,NL-MAIN-b64bae7a,,CMP-8a99044e,SRC_TacoraResourcesInc._SR_2024
TECH-b64bae7a-2023-5,2023,Energy,Electricity consumption|Grid electricity,TJ,1233.0,,NL-MAIN-b64bae7a,,CMP-8a99044e,SRC_TacoraResourcesInc._ESG_2024
TECH-GRP-14bfbb82-2023-1,2023,Energy,Diesel,GJ,131655.0,,,GRP-14bfbb82,CMP-4a73c5f8,SRC_SSRMiningInc_ESG_2023
TECH-GRP-14bfbb82-2023-2,2023,Energy,Electricity consumption|Generated on-site,kWh,452775.0,,,GRP-14bfbb82,CMP-4a73c5f8,SRC_SSRMiningInc_ESG_2023
TECH-GRP-14bfbb82-2023-3,2023,Energy,Electricity consumption|Grid electricity,kWh,53673624.0,,,GRP-14bfbb82,CMP-4a73c5f8,SRC_SSRMiningInc_ESG_2023
TECH-GRP-14bfbb82-2023-4,2023,Energy,Other,GJ,10277.0,"Other types are electricity, diesel, natural gas, propane",,GRP-14bfbb82,CMP-4a73c5f8,SRC_SSRMiningInc_ESG_2023
TECH-GRP-14bfbb82-2023-5,2023,Energy,Propane,GJ,40177.0,,,GRP-14bfbb82,CMP-4a73c5f8,SRC_SSRMiningInc_ESG_2023
TECH-GRP-a13779f8-2023-1,2023,Energy,Electricity consumption,TJ,764.0,,,GRP-a13779f8,CMP-12afc634,SRC_HudbayMineralsInc_Hudbay-2023-Integrated-Annual-Report-Performance-Data
TECH-GRP-a13779f8-2023-2,2023,Energy,Diesel,TJ,387.2,Share of primary energy source derived from the all group,,GRP-a13779f8,CMP-12afc634,SRC_HudbayMineralsInc_Hudbay-2023-Integrated-Annual-Report-Performance-Data
TECH-GRP-a13779f8-2023-3,2023,Energy,Gasoline,TJ,1.76,Share of primary energy source derived from the all group,,GRP-a13779f8,CMP-12afc634,SRC_HudbayMineralsInc_Hudbay-2023-Integrated-Annual-Report-Performance-Data
TECH-GRP-a13779f8-2023-4,2023,Energy,Propane,TJ,48.4,Share of primary energy source derived from the all group,,GRP-a13779f8,CMP-12afc634,SRC_HudbayMineralsInc_Hudbay-2023-Integrated-Annual-Report-Performance-Data
TECH-GRP-147b3123-2023-1,2023,Energy,Electricity consumption|Grid electricity,GJ,738226.8,,,GRP-147b3123,CMP-48a36546,SRC_PanAmericanSilverCorp_ESG_data_2023
TECH-GRP-147b3123-2023-2,2023,Energy,Ammonium nitrate,GJ,20.7,,,GRP-147b3123,CMP-48a36546,SRC_PanAmericanSilverCorp_ESG_data_2023
TECH-GRP-147b3123-2023-3,2023,Energy,Diesel,GJ,384285.8,,,GRP-147b3123,CMP-48a36546,SRC_PanAmericanSilverCorp_ESG_data_2023
TECH-GRP-147b3123-2023-4,2023,Energy,Dynamite,GJ,4889.799999999999,,,GRP-147b3123,CMP-48a36546,SRC_PanAmericanSilverCorp_ESG_data_2023
TECH-GRP-147b3123-2023-5,2023,Energy,Emulsions,GJ,2026.3,"Explosives, treated as energy consumption",,GRP-147b3123,CMP-48a36546,SRC_PanAmericanSilverCorp_ESG_data_2023
TECH-GRP-147b3123-2023-6,2023,Energy,Gasoline,GJ,2946.1,,,GRP-147b3123,CMP-48a36546,SRC_PanAmericanSilverCorp_ESG_data_2023
TECH-GRP-147b3123-2023-7,2023,Energy,Natural gas,GJ,159325.59885,,,GRP-147b3123,CMP-48a36546,SRC_PanAmericanSilverCorp_ESG_data_2023
TECH-02884fb5-2023-1,2023,Energy,Electricity consumption|Grid electricity,GJ,525946.7,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-2,2023,Energy,ANFO,GJ,1530.9,"Explosives, treated as energy consumption",QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-3,2023,Material use,Anti-scalant,t,35.4,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-4,2023,Material use,Carbon,t,60.4,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-5,2023,Material use,Caustic soda,t,86.6,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-6,2023,Material use,Compressor oil,t,1.5,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-7,2023,Material use,Cyanide,t,399.3,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-8,2023,Energy,Diesel,GJ,206946.0,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-9,2023,Energy,Emulsion ANFO,GJ,4260.6,"Explosives, treated as energy consumption",QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-10,2023,Energy,Explosives,t,1483.4,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-11,2023,Material use,Flocculant,t,46.2,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-12,2023,Energy,Gasoline,GJ,3350.8,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-13,2023,Material use,Grease,t,4.5,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-14,2023,Material use,Hydraulic oil,t,200.2,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-15,2023,Material use,Lime,t,5069.3,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-16,2023,Material use,Motor/drill oil,t,18.9,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-17,2023,Energy,Natural gas,GJ,63958.3,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-18,2023,Energy,Propane,GJ,33.0,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-19,2023,Material use,Sulfur dioxide,t,539.0,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-20,2023,Material use,Transmission oil,t,8.1,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-7607a50e-2023-1,2023,Energy,Electricity consumption|Generated on-site,GJ,475.0,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
TECH-7607a50e-2023-2,2023,Energy,Electricity consumption|Grid electricity,GJ,960748.0,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
TECH-7607a50e-2023-3,2023,Energy,Diesel,GJ,140100.0,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
TECH-7607a50e-2023-4,2023,Energy,Gasoline,GJ,2124.0,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
TECH-7607a50e-2023-5,2023,Energy,Naphta,GJ,6344.0,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
TECH-7607a50e-2023-6,2023,Energy,Natural gas,GJ,221612.0,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
TECH-7607a50e-2023-7,2023,Energy,Total blasting agents used e.g. ANFO,t,2599.5,"Explosives, treated as energy consumption",ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
TECH-7607a50e-2023-8,2023,Material use,Total sodium cyanide used,t,1955.7,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
